source_center,destination_center,route_type,time_bucket,observation_count,median_osrm_time_min,median_actual_movement_min,median_actual_elapsed_min,median_movement_delay_ratio,median_excess_min,breach_rate,chronic_delay
IND600032AAB,IND600044AAD,Carting,evening,5,11.0,14.0,59.0,1.2727272727272727,3.0,0.6,True
IND600032AAB,IND600044AAD,Carting,morning,1,11.0,23.0,45.0,2.090909090909091,12.0,1.0,False
IND600032AAB,IND600044AAD,Carting,night,3,10.0,17.0,54.0,1.7,7.0,1.0,False
IND600032AAB,IND600056AAB,Carting,afternoon,12,33.0,55.5,103.5,1.7078598484848486,23.0,1.0,True
IND600032AAB,IND600056AAB,Carting,evening,20,33.0,55.0,110.0,1.703125,22.5,1.0,True
IND600032AAB,IND600056AAB,Carting,morning,13,33.0,81.0,121.0,2.3823529411764706,47.0,1.0,True
IND600032AAB,IND600076AAB,Carting,afternoon,8,15.5,49.5,85.5,3.2,33.0,1.0,True
IND600032AAB,IND600076AAB,Carting,evening,7,16.0,22.0,83.0,1.4,6.0,0.8571428571428571,True
IND600032AAB,IND600076AAB,Carting,morning,8,16.5,35.0,60.0,2.125,18.5,1.0,True
IND600032AAB,IND600076AAB,Carting,night,8,16.0,35.0,69.5,2.15625,18.5,1.0,True
IND600044AAD,IND600032AAB,Carting,afternoon,2,11.0,19.0,42.5,1.7272727272727273,8.0,1.0,False
IND600044AAD,IND600032AAB,Carting,morning,5,12.0,32.0,43.0,3.2,22.0,1.0,True
IND600044AAD,IND600048AAA,Carting,evening,1,11.0,65.0,113.0,5.909090909090909,54.0,1.0,False
IND600044AAD,IND600048AAA,Carting,morning,4,11.0,46.5,61.0,4.241666666666667,35.5,1.0,False
IND600044AAD,IND600048AAA,Carting,night,3,12.0,46.0,98.0,4.181818181818182,35.0,1.0,False
IND600044AAD,IND600056AAB,Carting,afternoon,2,35.5,79.0,134.0,2.225,43.5,1.0,False
IND600044AAD,IND600056AAB,Carting,evening,5,36.0,56.0,108.0,1.5555555555555556,20.0,1.0,True
IND600044AAD,IND600056AAB,Carting,morning,2,35.5,83.0,102.5,2.34484126984127,47.5,1.0,False
IND600044AAD,IND600056AAB,Carting,night,3,36.0,59.0,106.0,1.6857142857142857,24.0,1.0,False
IND600044AAD,IND603001AAA,Carting,evening,6,30.0,78.5,203.5,2.6223581757508345,48.5,1.0,True
IND600044AAD,IND603001AAA,Carting,night,4,30.0,93.0,151.5,3.0999999999999996,63.0,1.0,False
IND600044AAD,IND603203AAA,Carting,morning,2,16.5,60.5,79.5,3.670955882352941,44.0,1.0,False
IND600044AAE,IND600056AAB,Carting,afternoon,7,35.0,68.0,192.0,1.9428571428571428,33.0,1.0,True
IND600044AAE,IND600056AAB,Carting,evening,1,35.0,62.0,179.0,1.7714285714285714,27.0,1.0,False
IND600044AAE,IND600056AAB,Carting,morning,5,35.0,66.0,122.0,1.8857142857142857,31.0,1.0,True
IND600044AAE,IND600056AAB,Carting,night,9,35.0,74.0,204.0,2.1142857142857143,39.0,1.0,True
IND600048AAA,IND600044AAD,Carting,night,1,11.0,25.0,28.0,2.272727272727273,14.0,1.0,False
IND600056AAA,IND602105AAB,Carting,night,4,12.5,39.5,56.0,3.166666666666667,27.0,1.0,False
IND600056AAB,IND501359AAE,FTL,evening,5,486.0,876.0,1419.0,1.8024691358024691,390.0,1.0,True
IND600056AAB,IND524003AAA,FTL,afternoon,1,151.0,240.0,473.0,1.5894039735099337,89.0,1.0,False
IND600056AAB,IND524003AAA,FTL,evening,13,150.0,242.0,433.0,1.6133333333333333,92.0,1.0,True
IND600056AAB,IND530012AAA,FTL,evening,2,598.5,1027.0,1333.5,1.7159715242881073,428.5,1.0,False
IND600056AAB,IND560099AAB,FTL,afternoon,13,235.0,404.0,535.0,1.7191489361702128,169.0,1.0,True
IND600056AAB,IND562132AAA,FTL,afternoon,2,249.5,470.0,790.5,1.8839518072289156,220.5,1.0,False
IND600056AAB,IND562132AAA,FTL,evening,7,250.0,461.0,720.0,1.8473895582329318,211.0,1.0,True
IND600056AAB,IND562132AAA,FTL,night,2,250.5,451.0,631.0,1.8005498007968126,200.5,1.0,False
IND600056AAB,IND600008AAC,Carting,evening,8,36.0,79.5,214.5,2.1764264264264264,43.0,1.0,True
IND600056AAB,IND600008AAC,Carting,morning,4,33.0,97.0,151.0,2.8970588235294117,63.5,1.0,False
IND600056AAB,IND600008AAC,Carting,night,9,35.0,143.0,212.0,4.21875,109.0,1.0,True
IND600056AAB,IND600016AAC,Carting,afternoon,1,33.0,101.0,310.0,3.0606060606060606,68.0,1.0,False
IND600056AAB,IND600016AAC,Carting,evening,5,33.0,59.0,222.0,1.7352941176470589,25.0,1.0,True
IND600056AAB,IND600016AAC,Carting,morning,1,33.0,85.0,242.0,2.5757575757575757,52.0,1.0,False
IND600056AAB,IND600016AAC,Carting,night,2,33.5,94.5,212.5,2.8284313725490198,61.0,1.0,False
IND600056AAB,IND600032AAB,Carting,afternoon,10,32.0,63.0,117.0,1.9090909090909092,30.0,1.0,True
IND600056AAB,IND600032AAB,Carting,evening,9,33.0,48.0,81.0,1.4545454545454546,15.0,1.0,True
IND600056AAB,IND600032AAB,Carting,morning,13,33.0,84.0,123.0,2.625,52.0,1.0,True
IND600056AAB,IND600032AAB,Carting,night,4,33.0,86.5,214.0,2.662878787878788,54.0,1.0,False
IND600056AAB,IND600044AAD,Carting,evening,4,34.5,59.5,250.0,1.7247899159663866,25.0,1.0,False
IND600056AAB,IND600044AAE,Carting,afternoon,4,35.0,63.5,183.5,1.8415966386554623,29.0,1.0,False
IND600056AAB,IND600044AAE,Carting,evening,8,34.0,58.5,158.5,1.7205882352941178,24.5,1.0,True
IND600056AAB,IND600044AAE,Carting,morning,5,34.0,76.0,232.0,2.1621621621621623,42.0,1.0,True
IND600056AAB,IND600044AAE,Carting,night,9,35.0,74.0,196.0,2.0833333333333335,39.0,1.0,True
IND600056AAB,IND600076AAB,Carting,evening,7,36.0,73.0,241.0,1.972972972972973,36.0,1.0,True
IND600056AAB,IND600076AAB,Carting,night,1,35.0,86.0,194.0,2.4571428571428573,51.0,1.0,False
IND600056AAB,IND600110AAA,Carting,afternoon,1,36.0,80.0,169.0,2.2222222222222223,44.0,1.0,False
IND600056AAB,IND600110AAA,Carting,evening,3,37.0,100.0,240.0,2.7027027027027026,63.0,1.0,False
IND600056AAB,IND600110AAA,Carting,morning,5,37.0,104.0,200.0,2.861111111111111,67.0,1.0,True
IND600056AAB,IND600110AAA,Carting,night,11,37.0,94.0,241.0,2.5945945945945947,59.0,1.0,True
IND600056AAB,IND600116AAB,Carting,afternoon,2,26.0,46.0,84.0,1.7692307692307692,20.0,1.0,False
IND600056AAB,IND600116AAB,Carting,evening,2,28.5,115.0,190.5,3.914814814814815,86.5,1.0,False
IND600056AAB,IND600116AAB,Carting,night,8,29.0,135.0,174.5,4.655172413793103,106.0,1.0,True
IND600056AAB,IND605010AAB,FTL,morning,13,139.0,198.0,952.0,1.4316546762589928,60.0,1.0,True
IND600056AAB,IND605601AAA,FTL,evening,6,135.0,181.0,386.5,1.3458093763821317,46.5,1.0,True
IND600056AAB,IND631501AAA,Carting,evening,5,34.0,82.0,215.0,2.4705882352941178,49.0,1.0,True
IND600056AAB,IND631501AAA,Carting,night,1,34.0,66.0,87.0,1.9411764705882353,32.0,1.0,False
IND600056AAB,IND632006AAA,FTL,evening,1,84.0,136.0,200.0,1.619047619047619,52.0,1.0,False
IND600056AAB,IND632006AAA,FTL,morning,12,84.0,144.0,679.5,1.7202380952380953,60.5,1.0,True
IND600056AAB,IND635802AAB,FTL,night,3,127.0,166.0,260.0,1.3174603174603174,40.0,1.0,False
IND600076AAB,IND600032AAB,Carting,afternoon,8,18.0,45.5,55.5,2.4576023391812862,27.0,1.0,True
IND600076AAB,IND600032AAB,Carting,evening,1,15.0,23.0,60.0,1.5333333333333334,8.0,1.0,False
IND600076AAB,IND600032AAB,Carting,morning,4,18.0,46.5,57.5,2.583333333333333,28.5,1.0,False
IND600076AAB,IND600056AAB,Carting,evening,1,37.0,72.0,110.0,1.945945945945946,35.0,1.0,False
IND600083AAA,IND600116AAB,Carting,night,1,14.0,29.0,480.0,2.0714285714285716,15.0,1.0,False
IND600110AAA,IND600056AAB,Carting,evening,2,37.5,77.5,135.5,2.0650782361308675,40.0,1.0,False
IND600110AAA,IND600056AAB,Carting,morning,2,37.5,84.0,118.5,2.2411095305832145,46.5,1.0,False
IND600110AAA,IND600056AAB,Carting,night,2,37.0,87.5,158.5,2.364864864864865,50.5,1.0,False
IND600110AAA,IND600056AAD,Carting,night,1,38.0,86.0,128.0,2.263157894736842,48.0,1.0,False
IND600116AAB,IND600056AAA,Carting,morning,1,12.0,71.0,92.0,5.916666666666667,59.0,1.0,False
IND600116AAB,IND600056AAA,Carting,night,1,11.0,21.0,129.0,1.9090909090909092,10.0,1.0,False
IND600116AAB,IND600056AAB,Carting,night,2,28.5,66.0,86.5,2.3226600985221677,37.5,1.0,False
IND600116AAB,IND602024AAA,Carting,evening,2,16.5,55.5,130.0,3.2333333333333334,39.0,1.0,False
IND600116AAB,IND602024AAA,Carting,morning,1,21.0,74.0,93.0,3.5238095238095237,53.0,1.0,False
IND600116AAB,IND602024AAA,Carting,night,4,18.0,60.0,117.5,3.6912280701754385,43.0,1.0,False
IND600119AAA,IND600016AAC,Carting,morning,3,20.0,58.0,83.0,2.9,38.0,1.0,False
IND600119AAA,IND600016AAC,Carting,night,2,20.5,181.5,254.0,8.854761904761904,161.0,1.0,False
IND602001AAA,IND600116AAB,Carting,night,1,29.0,74.0,443.0,2.5517241379310347,45.0,1.0,False
IND602001AAB,IND609001AAA,FTL,night,11,27.0,62.0,75.0,2.2962962962962963,35.0,1.0,True
IND602024AAA,IND600116AAB,Carting,morning,2,17.0,50.0,85.5,2.9411764705882355,33.0,1.0,False
IND602024AAA,IND600116AAB,Carting,night,1,19.0,64.0,189.0,3.3684210526315788,45.0,1.0,False
IND602024AAA,IND602001AAA,Carting,night,6,11.0,28.0,50.0,2.4545454545454546,16.5,1.0,True
IND603001AAA,IND603301AAA,Carting,night,11,35.0,49.0,71.0,1.4285714285714286,15.0,0.5454545454545454,True
IND603102AAA,IND600056AAB,FTL,night,12,68.0,125.0,164.0,1.8582089552238807,57.5,1.0,True
IND603203AAA,IND600044AAD,Carting,afternoon,1,15.0,47.0,66.0,3.1333333333333333,32.0,1.0,False
IND603203AAA,IND600044AAD,Carting,morning,1,14.0,63.0,77.0,4.5,49.0,1.0,False
IND603203AAA,IND600044AAD,Carting,night,5,15.0,62.0,91.0,4.2,48.0,1.0,True
IND603203AAA,IND600048AAA,Carting,morning,1,12.0,20.0,20.0,1.6666666666666667,8.0,1.0,False
IND603301AAA,IND600044AAD,Carting,night,11,58.0,139.0,182.0,2.396551724137931,81.0,1.0,True
IND604303AAA,IND603102AAA,FTL,night,4,39.0,75.0,75.5,1.9483805668016194,36.5,1.0,False
IND605010AAB,IND600056AAB,FTL,night,3,130.0,220.0,267.0,1.6923076923076923,90.0,1.0,False
IND605010AAB,IND604303AAA,FTL,night,4,50.5,72.5,101.5,1.400462962962963,21.5,0.5,False
IND605010AAB,IND607001AAA,FTL,night,11,29.0,52.0,107.0,1.793103448275862,23.0,1.0,True
IND605601AAA,IND600056AAB,FTL,afternoon,6,125.0,215.0,285.5,1.72,90.0,1.0,True
IND605601AAA,IND607106AAA,Carting,night,12,21.5,46.0,76.5,2.1363636363636362,24.5,1.0,True
IND605601AAA,IND636102AAA,FTL,night,6,89.5,149.0,175.5,1.6653558052434456,59.5,1.0,True
IND606003AAA,IND606105AAA,Carting,morning,2,14.5,23.5,36.0,1.6285714285714286,9.0,1.0,False
IND606003AAA,IND606105AAA,Carting,night,9,15.0,24.0,39.0,1.6,9.0,1.0,True
IND606105AAA,IND606201AAC,Carting,morning,11,54.0,88.0,102.0,1.6111111111111112,33.0,1.0,True
IND606201AAC,IND605601AAA,Carting,morning,12,81.0,167.5,175.5,2.067901234567901,86.5,1.0,True
IND606801AAB,IND632006AAA,FTL,night,9,55.0,134.0,150.0,2.576923076923077,82.0,1.0,True
IND606803AAA,IND606801AAB,FTL,night,10,24.0,32.0,44.5,1.3614130434782608,8.5,0.9,True
IND607001AAA,IND608001AAA,FTL,night,10,28.0,56.5,71.0,2.0,28.0,1.0,True
IND607106AAA,IND607801AAA,Carting,night,12,12.0,27.0,43.0,2.16025641025641,14.5,1.0,True
IND607801AAA,IND606003AAA,Carting,night,12,23.0,50.0,66.0,2.1277173913043477,26.5,0.9166666666666666,True
IND608001AAA,IND609110AAA,FTL,night,7,16.0,41.0,47.0,2.7333333333333334,26.0,1.0,True
IND608301AAA,IND639104AAB,FTL,morning,1,119.0,232.0,254.0,1.949579831932773,113.0,1.0,False
IND608301AAA,IND639104AAB,FTL,night,10,119.0,221.5,236.0,1.8622549019607844,103.0,1.0,True
IND609001AAA,IND614018AAA,FTL,night,12,59.0,129.0,159.5,2.1880479251899474,69.5,1.0,True
IND609110AAA,IND609602AAA,FTL,morning,5,29.0,53.0,64.0,1.8928571428571428,25.0,1.0,True
IND609110AAA,IND609602AAA,FTL,night,2,29.5,60.0,70.0,2.0339080459770114,30.5,1.0,False
IND609602AAA,IND611001AAA,FTL,morning,10,16.5,52.5,63.0,3.1944444444444446,36.0,1.0,True
IND610001AAA,IND605010AAB,FTL,morning,10,126.0,261.0,276.5,2.071428571428571,135.0,1.0,True
IND610001AAA,IND614715AAA,Carting,morning,12,25.0,43.0,57.5,1.7061538461538461,18.0,1.0,True
IND611001AAA,IND610001AAA,FTL,morning,10,17.0,38.5,61.5,2.34375,22.0,1.0,True
IND614018AAA,IND613104AAA,FTL,morning,4,60.0,129.0,134.5,2.1867816091954024,70.0,1.0,False
IND614018AAA,IND613104AAA,FTL,night,6,60.5,112.5,128.0,1.8595628415300547,52.0,1.0,True
IND614602AAA,IND614804AAA,FTL,night,11,24.0,36.0,55.0,1.5,12.0,1.0,True
IND614616AAA,IND630002AAA,FTL,night,11,33.0,53.0,83.0,1.588235294117647,20.0,1.0,True
IND614620AAA,IND630561AAA,Carting,night,12,74.0,146.5,170.0,1.9797297297297298,72.5,1.0,True
IND614715AAA,IND614809AAA,Carting,morning,12,38.0,57.0,65.0,1.4804318488529016,18.5,1.0,True
IND614804AAA,IND614616AAA,FTL,night,11,27.0,32.0,51.0,1.1851851851851851,5.0,0.45454545454545453,False
IND614809AAA,IND610001AAA,Carting,afternoon,2,43.0,110.0,116.5,2.558139534883721,67.0,1.0,False
IND614809AAA,IND610001AAA,Carting,morning,10,44.0,99.0,119.0,2.2523784355179703,54.5,1.0,True
IND620020AAA,IND621112AAA,Carting,morning,12,14.0,22.0,37.0,1.7083333333333335,9.0,1.0,True
IND620020AAA,IND621112AAA,Carting,night,12,12.5,23.5,55.5,1.9583333333333335,11.0,1.0,True
IND621010AAA,IND621212AAA,FTL,night,11,35.0,52.0,70.0,1.5294117647058822,18.0,1.0,True
IND621112AAA,IND620012AAA,Carting,morning,1,24.0,155.0,167.0,6.458333333333333,131.0,1.0,False
IND621211AAA,IND621010AAA,FTL,evening,8,22.0,36.5,43.0,1.6590909090909092,14.5,1.0,True
IND621211AAA,IND621010AAA,FTL,night,2,21.0,37.0,41.5,1.7613636363636362,16.0,1.0,False
IND621212AAA,IND621704AAA,FTL,night,11,23.0,35.0,42.0,1.5454545454545454,12.0,1.0,True
IND621306AAA,IND625106AAA,FTL,morning,12,73.0,96.0,122.0,1.3373538011695907,24.5,0.8333333333333334,True
IND621704AAA,IND621802AAA,FTL,night,12,31.0,61.0,77.5,1.953125,30.5,1.0,True
IND621802AAA,IND608301AAA,FTL,night,9,17.0,42.0,54.0,2.5555555555555554,26.0,1.0,True
IND621802AAA,IND621212AAA,FTL,night,1,52.0,89.0,115.0,1.7115384615384615,37.0,1.0,False
IND622407AAA,IND622001AAA,FTL,night,9,34.0,50.0,62.0,1.4848484848484849,16.0,1.0,True
IND623315AAB,IND614620AAA,Carting,night,12,30.0,45.5,59.5,1.5086206896551724,15.0,1.0,True
IND623407AAA,IND623315AAB,Carting,night,12,25.0,26.5,47.5,1.0416666666666667,1.0,0.08333333333333333,False
IND623503AAA,IND623526AAA,FTL,night,7,71.0,64.0,91.0,0.9014084507042254,0.0,0.0,False
IND623526AAA,IND623704AAA,FTL,night,8,125.0,131.0,153.5,1.0607789142407553,7.5,0.0,False
IND623701AAA,IND623503AAA,FTL,evening,1,45.0,57.0,97.0,1.2666666666666666,12.0,1.0,False
IND623701AAA,IND623503AAA,FTL,night,6,46.0,52.0,71.0,1.1432367149758456,6.5,0.3333333333333333,False
IND623704AAA,IND626607AAB,FTL,morning,6,47.0,60.0,69.0,1.2909722222222222,13.5,0.8333333333333334,True
IND623704AAA,IND626607AAB,FTL,night,1,49.0,55.0,68.0,1.1224489795918366,6.0,0.0,False
IND624001AAA,IND624619AAA,FTL,night,8,27.5,40.0,52.0,1.4914529914529915,13.0,0.875,True
IND624001AAA,IND625008AAA,FTL,afternoon,9,49.0,68.0,119.0,1.3958333333333333,19.0,1.0,True
IND624101AAA,IND624202AAA,FTL,night,8,120.5,85.0,112.0,0.706599713055954,0.0,0.0,False
IND624202AAA,IND625218AAA,FTL,morning,8,23.0,35.0,45.5,1.5217391304347827,12.0,1.0,True
IND624601AAA,IND624101AAA,FTL,night,12,133.0,104.5,123.0,0.7798507462686568,0.0,0.0,False
IND624619AAA,IND624601AAA,FTL,night,6,26.5,35.0,39.0,1.2705570291777188,7.5,0.6666666666666666,True
IND625008AAA,IND626123AAA,FTL,afternoon,1,48.0,88.0,484.0,1.8333333333333333,40.0,1.0,False
IND625008AAA,IND626123AAA,FTL,evening,11,49.0,89.0,230.0,1.816326530612245,40.0,1.0,True
IND625106AAA,IND625008AAA,FTL,morning,13,43.0,77.0,91.0,1.7173913043478262,33.0,1.0,True
IND625516AAA,IND685514AAA,FTL,night,5,47.0,87.0,111.0,1.8125,39.0,1.0,True
IND625531AAA,IND625516AAA,FTL,night,6,46.0,59.0,93.0,1.2826086956521738,13.0,1.0,True
IND625532AAA,IND625531AAA,FTL,night,5,46.0,70.0,81.0,1.5454545454545454,24.0,1.0,True
IND625532AAA,IND685514AAA,FTL,night,1,132.0,219.0,232.0,1.6590909090909092,87.0,1.0,False
IND626117AAA,IND626138AAA,FTL,night,9,25.0,32.0,55.0,1.24,6.0,0.6666666666666666,True
IND626123AAA,IND627756AAA,FTL,night,12,49.0,92.0,113.5,1.8775510204081634,43.0,1.0,True
IND626138AAA,IND625008AAA,FTL,night,11,61.0,94.0,109.0,1.5396825396825398,34.0,0.9090909090909091,True
IND626607AAB,IND625008AAA,FTL,morning,6,50.0,74.0,84.5,1.4946938775510206,24.5,1.0,True
IND626607AAB,IND625008AAA,FTL,night,1,56.0,87.0,89.0,1.5535714285714286,31.0,1.0,False
IND627005AAA,IND627117AAA,FTL,evening,11,41.0,67.0,93.0,1.6341463414634145,26.0,1.0,True
IND627005AAA,IND627811AAA,FTL,evening,6,59.0,83.0,117.0,1.4067796610169492,24.0,0.8333333333333334,True
IND627005AAA,IND628801AAA,Carting,evening,12,44.5,70.0,117.5,1.5975158562367864,26.0,0.9166666666666666,True
IND627005AAA,IND629001AAA,FTL,evening,1,70.0,141.0,185.0,2.0142857142857142,71.0,1.0,False
IND627117AAA,IND629001AAA,FTL,night,11,32.0,62.0,93.0,1.9375,30.0,1.0,True
IND627401AAA,IND627005AAA,FTL,night,10,36.0,80.0,95.0,2.2192192192192195,44.0,1.0,True
IND627657AAA,IND628613AAA,Carting,night,12,35.0,37.0,58.5,1.0285714285714285,1.0,0.0,False
IND627756AAA,IND626117AAA,FTL,night,12,29.0,48.0,79.5,1.6490147783251232,19.0,1.0,True
IND627811AAA,IND627401AAA,FTL,night,6,32.0,56.0,73.0,1.7125237191650853,23.5,1.0,True
IND628204AAA,IND627657AAA,Carting,night,12,41.0,50.0,65.0,1.2380952380952381,10.0,0.75,True
IND628613AAA,IND627005AAA,Carting,night,10,47.0,82.5,92.5,1.7446808510638299,35.0,1.0,True
IND628801AAA,IND628204AAA,Carting,night,12,16.0,23.5,37.0,1.4375,7.0,1.0,True
IND629179AAA,IND627005AAA,FTL,night,11,95.0,196.0,230.0,2.0416666666666665,100.0,1.0,True
IND630002AAA,IND622407AAA,FTL,night,9,47.0,68.0,93.0,1.4583333333333333,22.0,1.0,True
IND630561AAA,IND623407AAA,Carting,evening,7,32.0,59.0,114.0,1.84375,27.0,1.0,True
IND630561AAA,IND623407AAA,Carting,night,4,33.0,58.0,103.5,1.7864583333333335,25.5,1.0,False
IND630561AAA,IND623701AAA,FTL,evening,4,38.5,55.5,78.5,1.4751131221719458,17.5,1.0,False
IND630561AAA,IND623701AAA,FTL,night,1,39.0,54.0,72.0,1.3846153846153846,15.0,1.0,False
IND631003AAA,IND600056AAB,Carting,night,5,39.0,106.0,210.0,2.717948717948718,67.0,1.0,True
IND631102AAA,IND600056AAB,FTL,night,12,62.0,128.5,153.5,2.0707196029776673,66.5,1.0,True
IND631501AAA,IND600056AAB,Carting,night,1,34.0,1649.0,2287.0,48.5,1615.0,1.0,False
IND631501AAA,IND631003AAA,Carting,night,5,26.0,69.0,105.0,2.6538461538461537,43.0,1.0,True
IND632006AAA,IND562132AAA,FTL,evening,2,182.0,369.0,554.0,2.0274725274725274,187.0,1.0,False
IND632006AAA,IND600056AAB,FTL,afternoon,7,83.0,144.0,182.0,1.7560975609756098,62.0,1.0,True
IND632006AAA,IND600056AAB,FTL,evening,3,82.0,159.0,309.0,1.9390243902439024,77.0,1.0,False
IND632006AAA,IND600056AAB,FTL,morning,7,83.0,148.0,190.0,1.783132530120482,65.0,1.0,True
IND632006AAA,IND632301AAA,FTL,afternoon,9,32.0,63.0,565.0,1.96875,31.0,1.0,True
IND632006AAA,IND632301AAA,FTL,evening,1,32.0,57.0,366.0,1.78125,25.0,1.0,False
IND632006AAA,IND632402AAA,FTL,evening,8,21.5,62.0,357.5,2.9523809523809526,41.0,1.0,True
IND632006AAA,IND635802AAB,FTL,evening,2,43.5,59.0,284.0,1.3562367864693445,15.5,1.0,False
IND632006AAA,IND635802AAB,FTL,night,1,54.0,57.0,139.0,1.0555555555555556,3.0,0.0,False
IND632301AAA,IND606803AAA,FTL,night,9,20.0,41.0,54.0,2.15,22.0,1.0,True
IND632402AAA,IND631102AAA,FTL,night,11,25.0,38.0,64.0,1.52,13.0,1.0,True
IND635001AAA,IND562132AAA,FTL,afternoon,4,118.0,207.5,257.0,1.7584745762711864,89.5,1.0,False
IND635001AAA,IND636705AAB,FTL,night,4,52.0,72.5,92.0,1.3675213675213675,19.5,1.0,False
IND635601AAB,IND635802AAB,Carting,night,7,34.0,157.0,173.0,4.617647058823529,123.0,1.0,True
IND635802AAB,IND562132AAA,FTL,morning,3,165.0,272.0,322.0,1.6211180124223603,101.0,1.0,False
IND635802AAB,IND562132AAA,FTL,night,3,168.0,304.0,324.0,1.8095238095238095,136.0,1.0,False
IND635802AAB,IND635601AAB,Carting,night,7,41.0,69.0,139.0,1.853658536585366,31.0,1.0,True
IND636005AAA,IND636005AAC,Carting,morning,1,12.0,61.0,281.0,5.083333333333333,49.0,1.0,False
IND636005AAA,IND636016AAA,Carting,night,3,9.0,18.0,82.0,2.0,9.0,1.0,False
IND636016AAA,IND636402AAA,Carting,morning,1,60.0,164.0,184.0,2.7333333333333334,104.0,1.0,False
IND636016AAA,IND637211AAA,Carting,morning,10,46.0,69.0,91.5,1.5108695652173911,23.5,1.0,True
IND636102AAA,IND605601AAA,FTL,morning,5,105.0,142.0,153.0,1.3523809523809525,37.0,1.0,True
IND636352AAA,IND636705AAB,FTL,afternoon,4,25.0,38.0,54.0,1.52,13.0,1.0,False
IND636352AAA,IND636705AAB,FTL,morning,1,27.0,47.0,47.0,1.7407407407407407,20.0,1.0,False
IND636705AAB,IND562132AAA,FTL,afternoon,5,155.0,283.0,381.0,1.8376623376623376,129.0,1.0,True
IND636705AAB,IND635001AAA,FTL,afternoon,4,50.0,71.0,84.5,1.433061224489796,21.5,0.75,False
IND637211AAA,IND636402AAA,Carting,afternoon,1,62.0,86.0,105.0,1.3870967741935485,24.0,1.0,False
IND637211AAA,IND636402AAA,Carting,morning,10,61.0,91.0,107.0,1.4918032786885247,30.0,1.0,True
IND637301AAA,IND638001AAA,FTL,morning,10,18.0,32.0,39.5,1.8529411764705883,14.5,1.0,True
IND637408AAA,IND637001AAA,FTL,afternoon,4,28.5,55.0,66.5,1.9693486590038316,27.0,1.0,False
IND637408AAA,IND637001AAA,FTL,morning,6,29.0,40.5,57.5,1.396551724137931,11.5,1.0,True
IND638001AAA,IND638052AAA,FTL,afternoon,3,17.0,37.0,66.0,2.1666666666666665,20.0,1.0,False
IND638401AAA,IND638452AAA,Carting,night,10,26.0,26.0,32.5,1.0014814814814814,0.5,0.3,False
IND638452AAA,IND638501AAB,Carting,night,2,25.0,32.5,52.5,1.294871794871795,7.5,0.5,False
IND638501AAB,IND641062AAD,Carting,night,11,75.0,110.0,167.0,1.4473684210526316,34.0,0.8181818181818182,True
IND638657AAA,IND638701AAA,Carting,night,12,29.0,43.5,61.5,1.4747126436781608,14.0,1.0,True
IND638701AAA,IND641607AAA,Carting,night,12,23.5,53.5,398.0,2.2386363636363633,30.0,1.0,True
IND639001AAA,IND624001AAA,FTL,afternoon,4,55.0,85.5,107.0,1.5545454545454547,30.5,1.0,False
IND639001AAA,IND624001AAA,FTL,morning,5,55.0,96.0,115.0,1.7454545454545454,41.0,1.0,True
IND639104AAB,IND620012AAA,FTL,morning,1,44.0,66.0,84.0,1.5,22.0,1.0,False
IND641001AAA,IND641062AAD,Carting,night,2,35.5,146.5,164.0,4.120238095238095,111.0,1.0,False
IND641006AAD,IND641062AAD,Carting,afternoon,1,27.0,42.0,93.0,1.5555555555555556,15.0,1.0,False
IND641008AAA,IND641001AAA,Carting,night,3,12.0,34.0,34.0,2.0588235294117645,18.0,1.0,False
IND641011AAA,IND641062AAD,Carting,night,5,35.0,135.0,179.0,3.857142857142857,100.0,1.0,True
IND641062AAD,IND638401AAA,Carting,evening,9,43.0,78.0,288.0,1.813953488372093,36.0,1.0,True
IND641062AAD,IND641008AAA,Carting,morning,1,35.0,112.0,253.0,3.2,77.0,1.0,False
IND641062AAD,IND641607AAA,FTL,afternoon,11,30.0,49.0,289.0,1.7333333333333334,19.0,1.0,True
IND641062AAD,IND641607AAA,FTL,evening,1,30.0,50.0,120.0,1.6666666666666667,20.0,1.0,False
IND641062AAD,IND642126AAA,Carting,evening,12,72.0,107.5,314.0,1.482781582952816,35.0,1.0,True
IND641062AAD,IND643217AAA,Carting,evening,1,73.0,202.0,335.0,2.767123287671233,129.0,1.0,False
IND641062AAD,IND643231AAA,Carting,evening,11,60.0,146.0,250.0,2.459016393442623,86.0,1.0,True
IND641607AAA,IND641062AAD,FTL,afternoon,20,29.0,85.5,118.0,2.9065628476084537,56.0,1.0,True
IND641607AAA,IND641654AAA,Carting,evening,7,16.0,34.0,134.0,2.0,17.0,1.0,True
IND641607AAA,IND641664AAA,Carting,evening,3,20.0,38.0,170.0,1.9,18.0,1.0,False
IND641654AAA,IND641664AAA,Carting,night,7,26.0,39.0,47.0,1.5,13.0,1.0,True
IND641664AAA,IND638657AAA,Carting,night,11,38.0,55.0,75.0,1.4473684210526316,17.0,1.0,True
IND642001AAA,IND641062AAD,Carting,night,12,57.0,91.5,153.0,1.619517543859649,35.0,1.0,True
IND642126AAA,IND642001AAA,Carting,night,12,31.0,42.0,55.0,1.370967741935484,11.5,0.9166666666666666,True
IND643001AAA,IND643212AAA,Carting,night,4,36.5,92.0,108.5,2.483187134502924,55.0,1.0,False
